id,ref_id,name,version,last_change,f_category,description,flow_type,infrastructure_flow,cas_number,formula,f_reference_flow_property,f_location,synonyms
1183,6ef7237f-6b22-35b9-b64c-d518d354e52f,"work; swathers for dur wheat harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1185,babaecfa-6504-985c-c797-aaa1c311b53c,CUTOFF production; ag. tractors; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1187,d7dfa7b4-215a-06a3-45d3-6e471fa2aa49,CUTOFF equ. retirement; ag. tractors; 50-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1189,31a10402-a385-97e6-b978-7b96970a54c4,CUTOFF spare part set; ag. tractors; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1191,888dec30-4b27-38a3-9329-4f140d0ec186,"work; ag. tractors for win wheat harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1193,19f63ab8-5059-3f29-b417-083dfba1214c,"work; pumps for cotton harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1195,aaba1c5d-8c45-5147-7c04-c3526ca1c86d,CUTOFF spare part set; pumps; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1197,edfad4f9-9393-7464-c4a1-5b946fd64f90,CUTOFF production; pumps; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1199,9878698c-563f-3fbc-92d4-cc33408b2779,CUTOFF equ. retirement; pumps; 50-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1201,c1b23386-9e42-34fb-a849-b080ea289e29,"work; ag. tractors for win wheat harvest, 2014 fleet, all fuels; 11-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1203,94a5305f-3ab8-16ce-de41-c79a2fdba77b,CUTOFF spare part set; ag. tractors; 11-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1205,0ebe2e1d-faff-4e38-e6bc-25c1c5c43bb6,CUTOFF equ. retirement; ag. tractors; 11-25HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1207,a5e76252-b176-7d8e-92c8-c9a62fa37fff,CUTOFF production; ag. tractors; 11-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1209,c098c5f9-d313-d660-a86b-210a8194b7b6,CUTOFF production; dumpers/tenders; 75-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1211,695ae21e-f710-d8ab-9766-435ff3fbbcba,CUTOFF spare part set; dumpers/tenders; 75-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1213,b08e30b6-a358-304d-9569-c0281d3188f3,"work; dumpers/tenders for win wheat harvest, 2014 fleet, all fuels; 75-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1215,dab698e8-6e34-5af2-aabf-25c28f926143,CUTOFF equ. retirement; dumpers/tenders; 75-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1217,40e8c075-6d0a-309d-95f9-d026869016b2,"work; ag. tractors for soybeans harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1219,eb5db37c-4a50-3cc5-a473-04d275a1f2ef,"work; pumps for cotton harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1221,0690c58f-6216-50fd-164b-bd39bf0d74ce,CUTOFF equ. retirement; pumps; 0-25HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1223,71babe45-7b69-5c48-8fba-e24ef905ba35,CUTOFF spare part set; pumps; 0-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1225,b17f63f1-4c57-2852-0b62-4698f6a5d006,CUTOFF production; pumps; 0-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1227,79fe7cd1-6df7-357c-b6e2-0c1fbb6220e9,"work; pumps for corn harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1229,fd67cd86-52e7-3c2e-892e-8ffa8b0d215f,"work; generator sets for soybeans harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1231,0a0072ed-4277-dc1b-ef80-254fb57c8685,CUTOFF production; generator sets; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1233,fe6ff8c2-bbb8-0ee4-71fa-b36f1c8480c8,CUTOFF equ. retirement; generator sets; 50-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1235,1d821bc1-3ccb-a02f-7165-d090706af849,CUTOFF spare part set; generator sets; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1237,a7453c4b-2065-4e1a-e6b4-b8cf894542ef,CUTOFF spare part set; generator sets; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1239,c21bd97b-eb4b-7f06-3307-d143f3aa6553,CUTOFF equ. retirement; generator sets; 300-600HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1241,55fefae7-a7ac-70c9-609c-d8bd3fe71fda,CUTOFF production; generator sets; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1243,c926d1ac-450a-3f90-8bc9-8138d8498d02,"work; generator sets for corn harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1245,8269220a-0b1a-527b-f4fe-ebc05685fac1,CUTOFF equ. retirement; balers; 50-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1247,bb15bbd3-18e6-37e5-9b47-505d72825057,"work; balers for soybeans harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1249,d8e9256a-fa9e-5774-6569-a3bd0b439d0c,CUTOFF production; balers; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1251,2a320b7f-e385-37fd-1664-f69950246aa1,CUTOFF spare part set; balers; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1253,795cc7cd-44e4-34d3-9f6e-915ccc47ee0e,"work; ag. tractors for oats harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1255,2909af75-f978-7457-63e3-3360f1ba35d3,CUTOFF production; ag. tractors; 600-750HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1257,982dabb2-d9fb-f49d-fc5d-2eba4302b8ee,CUTOFF equ. retirement; ag. tractors; 600-750HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1259,eb49253c-a6e5-b2a6-dec7-5aedc7ad5fbc,CUTOFF spare part set; ag. tractors; 600-750HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1261,4ab51926-9383-319c-8162-5d32a05e1b3a,"work; ag. tractors for win wheat harvest, 2014 fleet, all fuels; 600-750HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1263,9856930d-046d-3194-99ea-a46bd653eab7,"work; ag. tractors for soybeans harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1265,614150b9-3d9b-af29-2c0d-d874c01cd8a4,CUTOFF production; ag. tractors; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1267,2a49ec07-d8d6-f67e-32fb-6c8179cadcec,CUTOFF spare part set; ag. tractors; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1269,27520104-a3f6-2e32-8dd7-694cce9e4eba,CUTOFF equ. retirement; ag. tractors; 25-50HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1271,7c069562-c713-3ef3-9fe5-65840f8476c0,"work; dumpers/tenders for corn harvest, 2014 fleet, all fuels; 3-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1273,f2866654-d65b-139a-7aac-64c0b7b95a0d,CUTOFF production; dumpers/tenders; 3-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1275,4e6b73d6-9047-357e-8697-a0d238b4229e,CUTOFF spare part set; dumpers/tenders; 3-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1277,66a07511-0462-d726-0530-79debce2b409,CUTOFF equ. retirement; dumpers/tenders; 3-25HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1279,47d869c1-dde1-6e6e-b3ee-c0d692dc04f0,CUTOFF spare part set; ag. tractors; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1281,07840bdb-7fa4-3cb2-b090-b4b8d3d0afb6,"work; ag. tractors for soybeans harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1283,d2bf2749-2120-d297-683b-46a8be9aac7a,CUTOFF equ. retirement; ag. tractors; 175-300HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1285,ddbe1214-ba7b-46ec-879a-9e878d665956,CUTOFF production; ag. tractors; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1287,0dedf221-1991-9b68-b3b8-6774219e8bb2,CUTOFF production; ag. tractors; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1289,2c3a0a84-bf70-2c2a-896a-2eba9aa3a5b3,CUTOFF spare part set; ag. tractors; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1291,6c2d9471-e9c8-3a58-b704-e0be77f566b2,"work; ag. tractors for win wheat harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1293,a58f26b8-d1e1-dc41-d842-5c3d619cb558,CUTOFF equ. retirement; ag. tractors; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1295,69d4ab92-d427-3cfa-aa7f-2adc82da884d,"work; ag. tractors for corn harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1297,48c33f33-a259-f840-c8c7-1c36de575a2d,CUTOFF production; pumps; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1299,08f3bdb3-8ac0-3a00-857f-bfe0e5ef7f0c,"work; pumps for oats harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1301,13dab4a8-8c54-97e3-0353-15fab4a897db,CUTOFF spare part set; pumps; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1303,e33818ca-fdb7-b22d-04dc-008359e9dc93,CUTOFF equ. retirement; pumps; 175-300HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1305,10652a3f-2eff-3f0c-be05-295519ea2afb,"work; combines for corn harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1307,d940f310-b221-92b4-4eb9-37c9bd4eb9bb,CUTOFF production; combines; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1309,729e49a5-eed8-1428-919d-e1fa2500560b,CUTOFF spare part set; combines; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1311,2ae315bd-41d5-802e-38d6-7d79f979d00e,CUTOFF equ. retirement; combines; 175-300HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1313,b587d0a5-8f8f-4fb3-4304-b59799736395,CUTOFF spare part set; pumps; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1315,041ff586-8701-e7c7-0f37-bd396d1c74ec,CUTOFF production; pumps; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1317,6c063eab-6244-d3fa-5ff1-545abb270130,CUTOFF equ. retirement; pumps; 25-50HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1319,b5327c3f-6ef6-3922-855c-5a976a247816,"work; pumps for corn harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1321,0b16986a-fbce-35e2-a0ed-695cc510ed25,"work; pumps for rice harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1323,15b5291d-0e4d-3fd6-bc66-9570bbb2081b,"work; balers for cotton harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1325,8919be73-1dac-76df-f104-56f67204dd24,CUTOFF equ. retirement; balers; 25-50HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1327,10ac7726-7693-419a-93d1-5c2ae5e8d3fe,CUTOFF spare part set; balers; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1329,07d2e086-b301-e0f1-de0d-82204650ead9,CUTOFF production; balers; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1331,eac7acb3-7a92-3f61-aae5-85f5aa63cf12,"work; ag. tractors for corn harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1333,4a2faadf-0aaf-3ad8-a34f-b12000eb9f3c,"work; generator sets for corn harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1335,fb690899-40d5-9f3f-b5dc-f485a4e9f582,CUTOFF equ. retirement; generator sets; 175-300HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1337,b0efbce2-e2f1-4fd5-df9a-84829f4cdafe,CUTOFF production; generator sets; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1339,34fa4553-d4cd-2f0d-5458-4cfcb3e36314,CUTOFF spare part set; generator sets; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1341,c74a1f90-fafe-3d88-acef-76265305ffae,"work; ag. tractors for rice harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1343,8a994eea-2171-34fb-8b55-d94af793d19c,"work; combines for win wheat harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1345,875e6ff1-a2d7-34f6-bd58-3b3b38a091e0,"work; ag. tractors for corn harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1347,e6aab971-e750-3dce-c691-ab8c86d5019f,CUTOFF production; ag. tractors; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1349,7786203d-ff55-0d20-a9e0-e5214655f774,CUTOFF spare part set; ag. tractors; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1351,3ff8505a-2d06-a012-f804-27019aa10a1c,CUTOFF equ. retirement; ag. tractors; 300-600HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1353,73383625-93dc-32cc-aeaf-0bbe51452e40,"work; dumpers/tenders for spr wheat harvest, 2014 fleet, all fuels; 75-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1355,44d1cdbb-41ac-3166-b920-520d218b153b,"work; ag. tractors for oats harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1357,06254c0b-e8eb-3ae8-a1e1-2d156efe745a,"work; dumpers/tenders for peanuts harvest, 2014 fleet, all fuels; 3-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1359,01651f27-500c-3907-b4e7-0e6a661cd669,"work; generator sets for soybeans harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1361,9e3fce0b-a559-daa9-97d2-e7fb74d18786,CUTOFF spare part set; generator sets; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1363,355565ce-dde6-d1bb-d452-471a4e14075e,CUTOFF production; generator sets; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1365,98699eec-18d7-af02-9d19-bdee085315d9,CUTOFF equ. retirement; generator sets; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1367,e914c7ee-3ead-e914-00ed-73795fa68807,CUTOFF equ. retirement; generator sets; 0-25HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1369,b20e0958-2e23-3054-8903-a0cb510f35f2,"work; generator sets for corn harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1371,50adf374-beb5-e8fe-5b6c-f1d5c4f46746,CUTOFF spare part set; generator sets; 0-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1373,397d827e-de63-3227-2cee-d668a59d10c9,CUTOFF production; generator sets; 0-25HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1375,021bff6d-397d-345a-bc4a-8956fa76ded2,"work; ag. tractors for peanuts harvest, 2014 fleet, all fuels; 11-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1377,d206afc0-e9b7-3998-a154-710d60f6debd,"work; generator sets for rice harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1379,098bb38a-8b45-206b-f8c9-e89745af45ad,CUTOFF spare part set; combines; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1381,2b70221b-4604-3e78-aba9-296d9a7c638d,"work; combines for rice harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1383,90a409a5-abf4-62e7-1bac-580561f071e4,CUTOFF production; combines; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1385,e13df885-b061-e1bf-9a2e-0def4e4d13c7,CUTOFF equ. retirement; combines; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1387,957d1dae-f1d6-3038-834f-21eed2ee587e,"work; pumps for oats harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1389,7e658eef-1309-3c11-991b-e18508e222a2,"work; ag. tractors for spr wheat harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1391,cd4109a5-8e20-3f7f-9f0b-1000d5bac0a2,"work; dumpers/tenders for cotton harvest, 2014 fleet, all fuels; 3-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1393,66efd045-d801-3ef8-b1d5-28b8e0f92a81,"work; ag. tractors for win wheat harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1395,1d737b38-59c6-37f8-819b-be26894a4a60,"work; balers for win wheat harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1397,a64f33a5-9cdd-25a6-cde7-17c5dd5ec76f,CUTOFF spare part set; balers; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1399,0f6881cd-6340-9de7-ff9a-77cac7690e53,CUTOFF production; balers; 175-300HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1401,ce50c545-3139-5a3f-bab2-ab6561fd8ff3,CUTOFF equ. retirement; balers; 175-300HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1403,f146bd2e-b46c-3b7a-b45c-65b6d2438719,"work; generator sets for oats harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1405,2ef318e4-fc06-3422-89d5-492f3057db0f,"work; combines for oats harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1407,677526e9-07f0-3ebe-ae9f-6bd5cdc72a7a,"work; generator sets for rice harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1409,7601954f-7ca6-3583-a29c-2ecfead13056,"work; generator sets for win wheat harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1411,6b5dbdf1-5222-59c8-39d9-346ff82a49f5,CUTOFF production; generator sets; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1413,ffb7fa96-3c08-fd1b-7bb9-417494b1329f,CUTOFF spare part set; generator sets; 25-50HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1415,b170deac-c33c-259a-d67b-9d8f945ffeda,CUTOFF equ. retirement; generator sets; 25-50HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1417,8890af0f-bd26-365c-ba13-372ba3297a0b,"work; pumps for corn harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1419,6befe349-02f7-06ac-edc3-450f84e974a9,CUTOFF equ. retirement; pumps; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1421,d6c79dbd-dba7-56e4-c382-1a0f1b57ac4c,CUTOFF spare part set; pumps; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1423,620bbfab-c84f-879c-f233-7bdf8f7eb6ed,CUTOFF production; pumps; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1425,4d60edbd-50fc-35d6-8669-1bc6fb8343e8,"work; generator sets for win wheat harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1427,4481d26c-adaa-fe60-4a13-7bfe67106725,CUTOFF production; dumpers/tenders; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1429,b1942c4d-8e30-3d9b-8e07-9d116090b252,"work; dumpers/tenders for corn harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1431,8193da2f-f6e7-e9f4-caee-25694d959c4a,CUTOFF equ. retirement; dumpers/tenders; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1433,d1bc9dc4-b761-e94a-868c-e75d8eaaabcd,CUTOFF spare part set; dumpers/tenders; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1435,d32031db-af6d-394b-98ca-ed0b828e6906,"work; generator sets for corn harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1437,16fe76b5-1f92-3b47-85a6-b567be3cc92d,"work; dumpers/tenders for oats harvest, 2014 fleet, all fuels; 3-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1439,2d4e8946-140d-3cf5-8a53-6d026f93fe64,"work; pumps for oats harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1441,7b23ccbd-d4bd-3125-9e78-e1f4e81b3889,"work; generator sets for spr wheat harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1443,4159da95-5995-3702-b9f2-84f0fa671e55,"work; combines for spr wheat harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1445,66e183b2-b7dc-34ed-bd35-b9a06d981224,"work; pumps for win wheat harvest, 2014 fleet, all fuels; 0-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1447,3b5ec51f-2236-359e-9335-e2b1696e0d03,"work; balers for peanuts harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1449,fc1262ed-26fe-3271-ae38-82ed0f3fb86f,"work; combines for rice harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1451,230d533a-0d94-7ca2-8731-497f3ccea209,CUTOFF production; combines; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1453,3fb65c8c-e917-6e0c-5368-67ea6abab2eb,CUTOFF spare part set; combines; 50-100HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1455,1d37504c-cdbd-6c9d-72bf-02d1fdd0c628,CUTOFF equ. retirement; combines; 50-100HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1457,4001806f-6761-301d-92c3-05ea52cd21de,"work; pumps for cotton harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1459,b7a203cc-6d45-3693-8a14-9ca494484fe0,"work; combines for spr wheat harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1461,b809f54a-e2c2-25b5-0387-4a1699eab329,CUTOFF spare part set; combines; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1463,8c43b592-1a69-90a3-9557-694a0d302623,CUTOFF production; combines; 300-600HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1465,19a521f3-7943-0200-9df4-05c380858d55,CUTOFF equ. retirement; combines; 300-600HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1467,3f3072d6-4909-3865-afd6-412d8702981b,"work; generator sets for spr wheat harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1469,b3d767ad-7cc9-3962-9e29-6c80ebc15772,"work; pumps for win wheat harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1471,6fa73bbf-0331-35df-b030-9b7ac24f11c0,"work; balers for corn harvest, 2014 fleet, all fuels; 175-300HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1473,27df8319-cbe0-31c4-8472-836f0bd01a8e,"work; balers for win wheat harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1475,1521edb2-1ef0-35d5-8cb8-de9950d7cd81,"work; combines for corn harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1477,30df61f6-ed07-316b-9462-819055f880b8,"work; ag. tractors for soybeans harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1479,e05ee535-dcab-3149-b4a2-1ec935cf5a99,"work; pumps for win wheat harvest, 2014 fleet, all fuels; 50-100HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1481,a1d5cd08-567c-db6a-9832-dd353e29a108,CUTOFF equ. retirement; dumpers/tenders; 25-75HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1483,7236e0d3-dc24-3d1e-ae62-dbd115f2d377,"work; dumpers/tenders for win wheat harvest, 2014 fleet, all fuels; 25-75HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1485,87862a2d-91cc-6cf6-5cea-3f97e3587201,CUTOFF production; dumpers/tenders; 25-75HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1487,a5b1fd74-06d9-f851-4dd1-36adbdca479e,CUTOFF spare part set; dumpers/tenders; 25-75HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1489,d695805a-2914-3f26-a20c-28d7331ce6a5,"work; dumpers/tenders for soybeans harvest, 2014 fleet, all fuels; 3-25HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1491,b57fdba4-9073-3a70-af09-f3201bd85eea,"work; ag. tractors for corn harvest, 2014 fleet, all fuels; 600-750HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1493,a342147d-8aa4-32b5-a82e-3883ccbfaba2,"work; ag. tractors for corn harvest, 2014 fleet, all fuels; 25-50HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1495,7d71bf08-33f8-3a39-8799-01a1469aace8,"work; generator sets for soybeans harvest, 2014 fleet, all fuels; 300-600HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1497,6dada4ae-04f8-327e-b449-88a6fbf8f05c,"work; dumpers/tenders for peanuts harvest, 2014 fleet, all fuels; 25-75HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
1499,966825e9-b3aa-f1a5-cf8d-aa2320bfe24d,CUTOFF equ. retirement; balers; 100-175HP,0,0,62,,PRODUCT_FLOW,0,,,320,,
1501,9054b7e4-548d-a691-5d99-1ee6747f03b4,CUTOFF production; balers; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1503,172c50bb-44c4-89c0-bee0-63bfc9272ad2,CUTOFF spare part set; balers; 100-175HP,0,0,51,,PRODUCT_FLOW,0,,,320,,
1505,dfbfd305-d74c-3d8c-a8e5-b10ef847128d,"work; balers for win wheat harvest, 2014 fleet, all fuels; 100-175HP",0,0,51,,PRODUCT_FLOW,0,,,350,,
